Route,Departing_Port,Arriving_Port,Airline,Month,Sectors_Scheduled,Sectors_Flown,Cancellations,Departures_On_Time,Arrivals_On_Time,Departures_Delayed,Arrivals_Delayed,Year,Month_Num
Melbourne-Sydney,Melbourne,Sydney,Jetstar,2022-09-01,404.0,335,69.0,180.0,198.0,155.0,137.0,2022,9
Sydney-Brisbane,Sydney,Brisbane,Jetstar,2022-09-01,147.0,115,32.0,58.0,64.0,57.0,51.0,2022,9
Sydney-Melbourne,Sydney,Melbourne,Jetstar,2022-09-01,403.0,334,69.0,191.0,207.0,143.0,127.0,2022,9
Brisbane-Melbourne,Brisbane,Melbourne,Qantas,2022-09-01,325.0,318,7.0,202.0,212.0,116.0,106.0,2022,9
Brisbane-Sydney,Brisbane,Sydney,Qantas,2022-09-01,484.0,471,13.0,352.0,335.0,119.0,136.0,2022,9
Melbourne-Sydney,Melbourne,Sydney,Qantas,2022-09-01,716.0,662,54.0,469.0,460.0,193.0,202.0,2022,9
Sydney-Brisbane,Sydney,Brisbane,Qantas,2022-09-01,486.0,472,14.0,264.0,277.0,208.0,195.0,2022,9
Sydney-Melbourne,Sydney,Melbourne,Qantas,2022-09-01,714.0,665,49.0,428.0,448.0,237.0,217.0,2022,9
Brisbane-Melbourne,Brisbane,Melbourne,Rex Airlines,2022-09-01,56.0,56,0.0,47.0,51.0,9.0,5.0,2022,9
Brisbane-Sydney,Brisbane,Sydney,Rex Airlines,2022-09-01,106.0,105,1.0,83.0,81.0,22.0,24.0,2022,9
Melbourne-Sydney,Melbourne,Sydney,Rex Airlines,2022-09-01,147.0,145,2.0,139.0,135.0,6.0,10.0,2022,9
Sydney-Brisbane,Sydney,Brisbane,Rex Airlines,2022-09-01,106.0,105,1.0,82.0,72.0,23.0,33.0,2022,9
Sydney-Melbourne,Sydney,Melbourne,Rex Airlines,2022-09-01,146.0,144,2.0,115.0,111.0,29.0,33.0,2022,9
Brisbane-Melbourne,Brisbane,Melbourne,Virgin Australia,2022-09-01,326.0,319,7.0,174.0,185.0,145.0,134.0,2022,9
Brisbane-Sydney,Brisbane,Sydney,Virgin Australia,2022-09-01,421.0,405,16.0,272.0,266.0,133.0,139.0,2022,9
Melbourne-Sydney,Melbourne,Sydney,Virgin Australia,2022-09-01,725.0,698,27.0,506.0,467.0,192.0,231.0,2022,9
Sydney-Brisbane,Sydney,Brisbane,Virgin Australia,2022-09-01,426.0,410,16.0,295.0,305.0,115.0,105.0,2022,9
Sydney-Melbourne,Sydney,Melbourne,Virgin Australia,2022-09-01,717.0,691,26.0,397.0,424.0,294.0,267.0,2022,9
Brisbane-Melbourne,Brisbane,Melbourne,Jetstar,2022-10-01,147.0,141,6.0,86.0,102.0,55.0,39.0,2022,10
Brisbane-Sydney,Brisbane,Sydney,Jetstar,2022-10-01,147.0,134,13.0,77.0,78.0,57.0,56.0,2022,10
Melbourne-Sydney,Melbourne,Sydney,Jetstar,2022-10-01,345.0,306,39.0,173.0,191.0,133.0,115.0,2022,10
Sydney-Brisbane,Sydney,Brisbane,Jetstar,2022-10-01,147.0,134,13.0,79.0,89.0,55.0,45.0,2022,10
Sydney-Melbourne,Sydney,Melbourne,Jetstar,2022-10-01,341.0,306,35.0,172.0,195.0,134.0,111.0,2022,10
Brisbane-Melbourne,Brisbane,Melbourne,Qantas,2022-10-01,325.0,323,2.0,228.0,251.0,95.0,72.0,2022,10
Brisbane-Sydney,Brisbane,Sydney,Qantas,2022-10-01,492.0,484,8.0,410.0,408.0,74.0,76.0,2022,10
Melbourne-Sydney,Melbourne,Sydney,Qantas,2022-10-01,753.0,724,29.0,573.0,545.0,151.0,179.0,2022,10
Sydney-Brisbane,Sydney,Brisbane,Qantas,2022-10-01,493.0,484,9.0,336.0,348.0,148.0,136.0,2022,10
Sydney-Melbourne,Sydney,Melbourne,Qantas,2022-10-01,748.0,722,26.0,540.0,541.0,182.0,181.0,2022,10
Brisbane-Melbourne,Brisbane,Melbourne,Rex Airlines,2022-10-01,57.0,57,0.0,41.0,43.0,16.0,14.0,2022,10
Brisbane-Sydney,Brisbane,Sydney,Rex Airlines,2022-10-01,103.0,102,1.0,68.0,66.0,34.0,36.0,2022,10
Melbourne-Sydney,Melbourne,Sydney,Rex Airlines,2022-10-01,153.0,150,3.0,118.0,121.0,32.0,29.0,2022,10
Sydney-Brisbane,Sydney,Brisbane,Rex Airlines,2022-10-01,103.0,103,0.0,68.0,68.0,35.0,35.0,2022,10
Sydney-Melbourne,Sydney,Melbourne,Rex Airlines,2022-10-01,152.0,149,3.0,106.0,93.0,43.0,56.0,2022,10
Brisbane-Melbourne,Brisbane,Melbourne,Virgin Australia,2022-10-01,352.0,342,10.0,163.0,166.0,179.0,176.0,2022,10
Brisbane-Sydney,Brisbane,Sydney,Virgin Australia,2022-10-01,446.0,416,30.0,231.0,226.0,185.0,190.0,2022,10
Melbourne-Sydney,Melbourne,Sydney,Virgin Australia,2022-10-01,732.0,687,45.0,422.0,412.0,265.0,275.0,2022,10
Sydney-Brisbane,Sydney,Brisbane,Virgin Australia,2022-10-01,445.0,414,31.0,287.0,286.0,127.0,128.0,2022,10
Sydney-Melbourne,Sydney,Melbourne,Virgin Australia,2022-10-01,731.0,685,46.0,347.0,372.0,338.0,313.0,2022,10
Brisbane-Melbourne,Brisbane,Melbourne,Jetstar,2022-11-01,119.0,107,12.0,72.0,65.0,35.0,42.0,2022,11
Brisbane-Sydney,Brisbane,Sydney,Jetstar,2022-11-01,162.0,141,21.0,85.0,89.0,56.0,52.0,2022,11
Melbourne-Sydney,Melbourne,Sydney,Jetstar,2022-11-01,364.0,300,64.0,164.0,173.0,136.0,127.0,2022,11
Sydney-Brisbane,Sydney,Brisbane,Jetstar,2022-11-01,160.0,141,19.0,87.0,94.0,54.0,47.0,2022,11
Sydney-Melbourne,Sydney,Melbourne,Jetstar,2022-11-01,362.0,301,61.0,189.0,197.0,112.0,104.0,2022,11
Brisbane-Melbourne,Brisbane,Melbourne,Qantas,2022-11-01,315.0,310,5.0,218.0,198.0,92.0,112.0,2022,11
Brisbane-Sydney,Brisbane,Sydney,Qantas,2022-11-01,481.0,455,26.0,342.0,333.0,113.0,122.0,2022,11
Melbourne-Sydney,Melbourne,Sydney,Qantas,2022-11-01,745.0,649,96.0,428.0,406.0,221.0,243.0,2022,11
Sydney-Brisbane,Sydney,Brisbane,Qantas,2022-11-01,484.0,456,28.0,263.0,270.0,193.0,186.0,2022,11
Sydney-Melbourne,Sydney,Melbourne,Qantas,2022-11-01,747.0,654,93.0,428.0,438.0,226.0,216.0,2022,11
Brisbane-Melbourne,Brisbane,Melbourne,Rex Airlines,2022-11-01,55.0,54,1.0,34.0,36.0,20.0,18.0,2022,11
Brisbane-Sydney,Brisbane,Sydney,Rex Airlines,2022-11-01,141.0,134,7.0,80.0,79.0,54.0,55.0,2022,11
Melbourne-Sydney,Melbourne,Sydney,Rex Airlines,2022-11-01,196.0,184,12.0,135.0,132.0,49.0,52.0,2022,11
Sydney-Brisbane,Sydney,Brisbane,Rex Airlines,2022-11-01,141.0,133,8.0,92.0,87.0,41.0,46.0,2022,11
Sydney-Melbourne,Sydney,Melbourne,Rex Airlines,2022-11-01,196.0,184,12.0,126.0,118.0,58.0,66.0,2022,11
Brisbane-Melbourne,Brisbane,Melbourne,Virgin Australia,2022-11-01,373.0,359,14.0,179.0,151.0,180.0,208.0,2022,11
Brisbane-Sydney,Brisbane,Sydney,Virgin Australia,2022-11-01,452.0,411,41.0,252.0,238.0,159.0,173.0,2022,11
Melbourne-Sydney,Melbourne,Sydney,Virgin Australia,2022-11-01,785.0,709,76.0,448.0,412.0,261.0,297.0,2022,11
Sydney-Brisbane,Sydney,Brisbane,Virgin Australia,2022-11-01,456.0,415,41.0,287.0,286.0,128.0,129.0,2022,11
Sydney-Melbourne,Sydney,Melbourne,Virgin Australia,2022-11-01,777.0,701,76.0,387.0,406.0,314.0,295.0,2022,11
Brisbane-Melbourne,Brisbane,Melbourne,Jetstar,2022-12-01,143.0,131,12.0,73.0,77.0,58.0,54.0,2022,12
Brisbane-Sydney,Brisbane,Sydney,Jetstar,2022-12-01,156.0,128,28.0,75.0,83.0,53.0,45.0,2022,12
Melbourne-Sydney,Melbourne,Sydney,Jetstar,2022-12-01,395.0,328,67.0,176.0,186.0,152.0,142.0,2022,12
Sydney-Brisbane,Sydney,Brisbane,Jetstar,2022-12-01,155.0,126,29.0,75.0,79.0,51.0,47.0,2022,12
Sydney-Melbourne,Sydney,Melbourne,Jetstar,2022-12-01,394.0,325,69.0,178.0,196.0,147.0,129.0,2022,12
Brisbane-Melbourne,Brisbane,Melbourne,Qantas,2022-12-01,313.0,307,6.0,238.0,228.0,69.0,79.0,2022,12
Brisbane-Sydney,Brisbane,Sydney,Qantas,2022-12-01,460.0,438,22.0,342.0,342.0,96.0,96.0,2022,12
Melbourne-Sydney,Melbourne,Sydney,Qantas,2022-12-01,686.0,628,58.0,456.0,433.0,172.0,195.0,2022,12
Sydney-Brisbane,Sydney,Brisbane,Qantas,2022-12-01,461.0,440,21.0,296.0,305.0,144.0,135.0,2022,12
Sydney-Melbourne,Sydney,Melbourne,Qantas,2022-12-01,687.0,629,58.0,445.0,461.0,184.0,168.0,2022,12
Brisbane-Melbourne,Brisbane,Melbourne,Rex Airlines,2022-12-01,64.0,60,4.0,36.0,39.0,24.0,21.0,2022,12
Brisbane-Sydney,Brisbane,Sydney,Rex Airlines,2022-12-01,144.0,144,0.0,116.0,114.0,28.0,30.0,2022,12
Melbourne-Sydney,Melbourne,Sydney,Rex Airlines,2022-12-01,205.0,197,8.0,159.0,152.0,38.0,45.0,2022,12
Sydney-Brisbane,Sydney,Brisbane,Rex Airlines,2022-12-01,145.0,145,0.0,119.0,119.0,26.0,26.0,2022,12
Sydney-Melbourne,Sydney,Melbourne,Rex Airlines,2022-12-01,203.0,195,8.0,155.0,147.0,40.0,48.0,2022,12
Brisbane-Melbourne,Brisbane,Melbourne,Virgin Australia,2022-12-01,386.0,370,16.0,207.0,191.0,163.0,179.0,2022,12
Brisbane-Sydney,Brisbane,Sydney,Virgin Australia,2022-12-01,442.0,418,24.0,277.0,276.0,141.0,142.0,2022,12
Melbourne-Sydney,Melbourne,Sydney,Virgin Australia,2022-12-01,754.0,702,52.0,507.0,447.0,195.0,255.0,2022,12
Sydney-Brisbane,Sydney,Brisbane,Virgin Australia,2022-12-01,444.0,421,23.0,301.0,303.0,120.0,118.0,2022,12
Sydney-Melbourne,Sydney,Melbourne,Virgin Australia,2022-12-01,743.0,689,54.0,424.0,445.0,265.0,244.0,2022,12
Brisbane-Melbourne,Brisbane,Melbourne,Jetstar,2023-01-01,164.0,142,22.0,91.0,98.0,51.0,44.0,2023,1
Brisbane-Sydney,Brisbane,Sydney,Jetstar,2023-01-01,170.0,145,25.0,95.0,99.0,50.0,46.0,2023,1
Melbourne-Sydney,Melbourne,Sydney,Jetstar,2023-01-01,401.0,344,57.0,214.0,216.0,130.0,128.0,2023,1
Sydney-Brisbane,Sydney,Brisbane,Jetstar,2023-01-01,171.0,145,26.0,91.0,96.0,54.0,49.0,2023,1
Sydney-Melbourne,Sydney,Melbourne,Jetstar,2023-01-01,397.0,343,54.0,204.0,224.0,139.0,119.0,2023,1
Brisbane-Melbourne,Brisbane,Melbourne,Qantas,2023-01-01,337.0,332,5.0,287.0,271.0,45.0,61.0,2023,1
Brisbane-Sydney,Brisbane,Sydney,Qantas,2023-01-01,443.0,429,14.0,367.0,357.0,62.0,72.0,2023,1
Melbourne-Sydney,Melbourne,Sydney,Qantas,2023-01-01,651.0,605,46.0,500.0,467.0,105.0,138.0,2023,1
Sydney-Brisbane,Sydney,Brisbane,Qantas,2023-01-01,448.0,433,15.0,311.0,319.0,122.0,114.0,2023,1
Sydney-Melbourne,Sydney,Melbourne,Qantas,2023-01-01,652.0,607,45.0,457.0,474.0,150.0,133.0,2023,1
Brisbane-Melbourne,Brisbane,Melbourne,Rex Airlines,2023-01-01,64.0,64,0.0,49.0,46.0,15.0,18.0,2023,1
Brisbane-Sydney,Brisbane,Sydney,Rex Airlines,2023-01-01,144.0,143,1.0,112.0,111.0,31.0,32.0,2023,1
Melbourne-Sydney,Melbourne,Sydney,Rex Airlines,2023-01-01,195.0,191,4.0,170.0,163.0,21.0,28.0,2023,1
Sydney-Brisbane,Sydney,Brisbane,Rex Airlines,2023-01-01,143.0,142,1.0,114.0,104.0,28.0,38.0,2023,1
Sydney-Melbourne,Sydney,Melbourne,Rex Airlines,2023-01-01,195.0,191,4.0,170.0,173.0,21.0,18.0,2023,1
Brisbane-Melbourne,Brisbane,Melbourne,Virgin Australia,2023-01-01,403.0,393,10.0,269.0,259.0,124.0,134.0,2023,1
Brisbane-Sydney,Brisbane,Sydney,Virgin Australia,2023-01-01,418.0,405,13.0,270.0,266.0,135.0,139.0,2023,1
Melbourne-Sydney,Melbourne,Sydney,Virgin Australia,2023-01-01,736.0,701,35.0,594.0,546.0,107.0,155.0,2023,1
Sydney-Brisbane,Sydney,Brisbane,Virgin Australia,2023-01-01,417.0,406,11.0,304.0,303.0,102.0,103.0,2023,1
Sydney-Melbourne,Sydney,Melbourne,Virgin Australia,2023-01-01,727.0,688,39.0,507.0,529.0,181.0,159.0,2023,1
Brisbane-Melbourne,Brisbane,Melbourne,Jetstar,2023-02-01,139.0,124,15.0,86.0,92.0,38.0,32.0,2023,2
Brisbane-Sydney,Brisbane,Sydney,Jetstar,2023-02-01,172.0,143,29.0,99.0,101.0,44.0,42.0,2023,2
Melbourne-Sydney,Melbourne,Sydney,Jetstar,2023-02-01,358.0,297,61.0,141.0,148.0,156.0,149.0,2023,2
Sydney-Brisbane,Sydney,Brisbane,Jetstar,2023-02-01,172.0,144,28.0,98.0,91.0,46.0,53.0,2023,2
Sydney-Melbourne,Sydney,Melbourne,Jetstar,2023-02-01,357.0,299,58.0,165.0,171.0,134.0,128.0,2023,2
Brisbane-Melbourne,Brisbane,Melbourne,Qantas,2023-02-01,313.0,303,10.0,240.0,243.0,63.0,60.0,2023,2
Brisbane-Sydney,Brisbane,Sydney,Qantas,2023-02-01,471.0,442,29.0,367.0,360.0,75.0,82.0,2023,2
Melbourne-Sydney,Melbourne,Sydney,Qantas,2023-02-01,807.0,715,92.0,544.0,482.0,171.0,233.0,2023,2
Sydney-Brisbane,Sydney,Brisbane,Qantas,2023-02-01,477.0,450,27.0,291.0,288.0,159.0,162.0,2023,2
Sydney-Melbourne,Sydney,Melbourne,Qantas,2023-02-01,807.0,716,91.0,491.0,483.0,225.0,233.0,2023,2
Brisbane-Melbourne,Brisbane,Melbourne,Rex Airlines,2023-02-01,58.0,56,2.0,43.0,44.0,13.0,12.0,2023,2
Brisbane-Sydney,Brisbane,Sydney,Rex Airlines,2023-02-01,129.0,124,5.0,103.0,97.0,21.0,27.0,2023,2
Melbourne-Sydney,Melbourne,Sydney,Rex Airlines,2023-02-01,169.0,164,5.0,148.0,144.0,16.0,20.0,2023,2
Sydney-Brisbane,Sydney,Brisbane,Rex Airlines,2023-02-01,129.0,124,5.0,101.0,95.0,23.0,29.0,2023,2
Sydney-Melbourne,Sydney,Melbourne,Rex Airlines,2023-02-01,169.0,164,5.0,140.0,134.0,24.0,30.0,2023,2
Brisbane-Melbourne,Brisbane,Melbourne,Virgin Australia,2023-02-01,363.0,352,11.0,255.0,257.0,97.0,95.0,2023,2
Brisbane-Sydney,Brisbane,Sydney,Virgin Australia,2023-02-01,430.0,403,27.0,297.0,283.0,106.0,120.0,2023,2
Melbourne-Sydney,Melbourne,Sydney,Virgin Australia,2023-02-01,744.0,676,68.0,526.0,457.0,150.0,219.0,2023,2
Sydney-Brisbane,Sydney,Brisbane,Virgin Australia,2023-02-01,435.0,410,25.0,304.0,299.0,106.0,111.0,2023,2
Sydney-Melbourne,Sydney,Melbourne,Virgin Australia,2023-02-01,735.0,666,69.0,510.0,498.0,156.0,168.0,2023,2
Brisbane-Melbourne,Brisbane,Melbourne,Jetstar,2023-03-01,159.0,142,17.0,86.0,97.0,56.0,45.0,2023,3
Brisbane-Sydney,Brisbane,Sydney,Jetstar,2023-03-01,189.0,170,19.0,109.0,108.0,61.0,62.0,2023,3
Melbourne-Sydney,Melbourne,Sydney,Jetstar,2023-03-01,413.0,348,65.0,198.0,209.0,150.0,139.0,2023,3
Sydney-Brisbane,Sydney,Brisbane,Jetstar,2023-03-01,187.0,169,18.0,101.0,102.0,68.0,67.0,2023,3
Sydney-Melbourne,Sydney,Melbourne,Jetstar,2023-03-01,413.0,348,65.0,196.0,212.0,152.0,136.0,2023,3
Brisbane-Melbourne,Brisbane,Melbourne,Qantas,2023-03-01,356.0,349,7.0,264.0,258.0,85.0,91.0,2023,3
Brisbane-Sydney,Brisbane,Sydney,Qantas,2023-03-01,540.0,508,32.0,412.0,392.0,96.0,116.0,2023,3
Melbourne-Sydney,Melbourne,Sydney,Qantas,2023-03-01,910.0,829,81.0,637.0,593.0,192.0,236.0,2023,3
Sydney-Brisbane,Sydney,Brisbane,Qantas,2023-03-01,543.0,510,33.0,367.0,362.0,143.0,148.0,2023,3
Sydney-Melbourne,Sydney,Melbourne,Qantas,2023-03-01,911.0,844,67.0,603.0,566.0,241.0,278.0,2023,3
Brisbane-Melbourne,Brisbane,Melbourne,Rex Airlines,2023-03-01,64.0,63,1.0,43.0,44.0,20.0,19.0,2023,3
Brisbane-Sydney,Brisbane,Sydney,Rex Airlines,2023-03-01,145.0,142,3.0,99.0,95.0,43.0,47.0,2023,3
Melbourne-Sydney,Melbourne,Sydney,Rex Airlines,2023-03-01,189.0,179,10.0,140.0,133.0,39.0,46.0,2023,3
Sydney-Brisbane,Sydney,Brisbane,Rex Airlines,2023-03-01,146.0,142,4.0,104.0,97.0,38.0,45.0,2023,3
Sydney-Melbourne,Sydney,Melbourne,Rex Airlines,2023-03-01,189.0,179,10.0,128.0,124.0,51.0,55.0,2023,3
Brisbane-Melbourne,Brisbane,Melbourne,Virgin Australia,2023-03-01,413.0,403,10.0,280.0,273.0,123.0,130.0,2023,3
Brisbane-Sydney,Brisbane,Sydney,Virgin Australia,2023-03-01,471.0,448,23.0,330.0,301.0,118.0,147.0,2023,3
Melbourne-Sydney,Melbourne,Sydney,Virgin Australia,2023-03-01,832.0,774,58.0,572.0,506.0,202.0,268.0,2023,3
Sydney-Brisbane,Sydney,Brisbane,Virgin Australia,2023-03-01,476.0,452,24.0,331.0,325.0,121.0,127.0,2023,3
Sydney-Melbourne,Sydney,Melbourne,Virgin Australia,2023-03-01,822.0,764,58.0,542.0,517.0,222.0,247.0,2023,3
Brisbane-Melbourne,Brisbane,Melbourne,Jetstar,2023-04-01,218.0,179,39.0,72.0,89.0,107.0,90.0,2023,4
Brisbane-Sydney,Brisbane,Sydney,Jetstar,2023-04-01,180.0,154,26.0,74.0,88.0,80.0,66.0,2023,4
Melbourne-Sydney,Melbourne,Sydney,Jetstar,2023-04-01,405.0,351,54.0,231.0,228.0,120.0,123.0,2023,4
Sydney-Brisbane,Sydney,Brisbane,Jetstar,2023-04-01,182.0,156,26.0,87.0,81.0,69.0,75.0,2023,4
Sydney-Melbourne,Sydney,Melbourne,Jetstar,2023-04-01,406.0,351,55.0,217.0,237.0,134.0,114.0,2023,4
Brisbane-Melbourne,Brisbane,Melbourne,Qantas,2023-04-01,376.0,365,11.0,283.0,291.0,82.0,74.0,2023,4
Brisbane-Sydney,Brisbane,Sydney,Qantas,2023-04-01,529.0,504,25.0,426.0,410.0,78.0,94.0,2023,4
Melbourne-Sydney,Melbourne,Sydney,Qantas,2023-04-01,891.0,807,84.0,644.0,589.0,163.0,218.0,2023,4
Sydney-Brisbane,Sydney,Brisbane,Qantas,2023-04-01,529.0,507,22.0,370.0,346.0,137.0,161.0,2023,4
Sydney-Melbourne,Sydney,Melbourne,Qantas,2023-04-01,891.0,797,94.0,563.0,591.0,234.0,206.0,2023,4
Brisbane-Melbourne,Brisbane,Melbourne,Rex Airlines,2023-04-01,69.0,67,2.0,49.0,50.0,18.0,17.0,2023,4
Brisbane-Sydney,Brisbane,Sydney,Rex Airlines,2023-04-01,139.0,139,0.0,120.0,117.0,19.0,22.0,2023,4
Melbourne-Sydney,Melbourne,Sydney,Rex Airlines,2023-04-01,162.0,159,3.0,128.0,124.0,31.0,35.0,2023,4
Sydney-Brisbane,Sydney,Brisbane,Rex Airlines,2023-04-01,139.0,139,0.0,121.0,118.0,18.0,21.0,2023,4
Sydney-Melbourne,Sydney,Melbourne,Rex Airlines,2023-04-01,162.0,160,2.0,122.0,118.0,38.0,42.0,2023,4
Brisbane-Melbourne,Brisbane,Melbourne,Virgin Australia,2023-04-01,378.0,361,17.0,222.0,230.0,139.0,131.0,2023,4
Brisbane-Sydney,Brisbane,Sydney,Virgin Australia,2023-04-01,445.0,421,24.0,291.0,292.0,130.0,129.0,2023,4
Melbourne-Sydney,Melbourne,Sydney,Virgin Australia,2023-04-01,725.0,671,54.0,504.0,454.0,167.0,217.0,2023,4
Sydney-Brisbane,Sydney,Brisbane,Virgin Australia,2023-04-01,443.0,419,24.0,285.0,284.0,134.0,135.0,2023,4
Sydney-Melbourne,Sydney,Melbourne,Virgin Australia,2023-04-01,720.0,665,55.0,451.0,455.0,214.0,210.0,2023,4
Brisbane-Melbourne,Brisbane,Melbourne,Jetstar,2023-05-01,148.0,135,13.0,81.0,85.0,54.0,50.0,2023,5
Brisbane-Sydney,Brisbane,Sydney,Jetstar,2023-05-01,148.0,129,19.0,85.0,84.0,44.0,45.0,2023,5
Melbourne-Sydney,Melbourne,Sydney,Jetstar,2023-05-01,364.0,331,33.0,203.0,226.0,128.0,105.0,2023,5
Sydney-Brisbane,Sydney,Brisbane,Jetstar,2023-05-01,146.0,130,16.0,79.0,79.0,51.0,51.0,2023,5
Sydney-Melbourne,Sydney,Melbourne,Jetstar,2023-05-01,364.0,333,31.0,223.0,228.0,110.0,105.0,2023,5
Brisbane-Melbourne,Brisbane,Melbourne,Qantas,2023-05-01,400.0,393,7.0,304.0,308.0,89.0,85.0,2023,5
Brisbane-Sydney,Brisbane,Sydney,Qantas,2023-05-01,565.0,554,11.0,464.0,450.0,90.0,104.0,2023,5
Melbourne-Sydney,Melbourne,Sydney,Qantas,2023-05-01,1000.0,930,70.0,683.0,654.0,247.0,276.0,2023,5
Sydney-Brisbane,Sydney,Brisbane,Qantas,2023-05-01,566.0,556,10.0,389.0,373.0,167.0,183.0,2023,5
Sydney-Melbourne,Sydney,Melbourne,Qantas,2023-05-01,1001.0,934,67.0,655.0,639.0,279.0,295.0,2023,5
Brisbane-Melbourne,Brisbane,Melbourne,Rex Airlines,2023-05-01,54.0,54,0.0,44.0,44.0,10.0,10.0,2023,5
Brisbane-Sydney,Brisbane,Sydney,Rex Airlines,2023-05-01,147.0,146,1.0,121.0,116.0,25.0,30.0,2023,5
Melbourne-Sydney,Melbourne,Sydney,Rex Airlines,2023-05-01,149.0,145,4.0,127.0,127.0,18.0,18.0,2023,5
Sydney-Brisbane,Sydney,Brisbane,Rex Airlines,2023-05-01,147.0,146,1.0,128.0,126.0,18.0,20.0,2023,5
Sydney-Melbourne,Sydney,Melbourne,Rex Airlines,2023-05-01,149.0,145,4.0,124.0,109.0,21.0,36.0,2023,5
Brisbane-Melbourne,Brisbane,Melbourne,Virgin Australia,2023-05-01,423.0,410,13.0,329.0,309.0,81.0,101.0,2023,5
Brisbane-Sydney,Brisbane,Sydney,Virgin Australia,2023-05-01,498.0,471,27.0,382.0,364.0,89.0,107.0,2023,5
Melbourne-Sydney,Melbourne,Sydney,Virgin Australia,2023-05-01,823.0,747,76.0,607.0,552.0,140.0,195.0,2023,5
Sydney-Brisbane,Sydney,Brisbane,Virgin Australia,2023-05-01,494.0,470,24.0,387.0,371.0,83.0,99.0,2023,5
Sydney-Melbourne,Sydney,Melbourne,Virgin Australia,2023-05-01,817.0,739,78.0,584.0,581.0,155.0,158.0,2023,5
Brisbane-Melbourne,Brisbane,Melbourne,Jetstar,2023-06-01,140.0,133,7.0,84.0,79.0,49.0,54.0,2023,6
Brisbane-Sydney,Brisbane,Sydney,Jetstar,2023-06-01,153.0,141,12.0,93.0,95.0,48.0,46.0,2023,6
Melbourne-Sydney,Melbourne,Sydney,Jetstar,2023-06-01,363.0,333,30.0,216.0,233.0,117.0,100.0,2023,6
Sydney-Brisbane,Sydney,Brisbane,Jetstar,2023-06-01,153.0,141,12.0,91.0,92.0,50.0,49.0,2023,6
Sydney-Melbourne,Sydney,Melbourne,Jetstar,2023-06-01,362.0,333,29.0,249.0,236.0,84.0,97.0,2023,6
Brisbane-Melbourne,Brisbane,Melbourne,Qantas,2023-06-01,394.0,383,11.0,300.0,256.0,83.0,127.0,2023,6
Brisbane-Sydney,Brisbane,Sydney,Qantas,2023-06-01,548.0,535,13.0,438.0,411.0,97.0,124.0,2023,6
Melbourne-Sydney,Melbourne,Sydney,Qantas,2023-06-01,939.0,858,81.0,592.0,571.0,266.0,287.0,2023,6
Sydney-Brisbane,Sydney,Brisbane,Qantas,2023-06-01,548.0,530,18.0,372.0,362.0,158.0,168.0,2023,6
Sydney-Melbourne,Sydney,Melbourne,Qantas,2023-06-01,938.0,860,78.0,567.0,486.0,293.0,374.0,2023,6
Brisbane-Melbourne,Brisbane,Melbourne,Rex Airlines,2023-06-01,53.0,51,2.0,38.0,29.0,13.0,22.0,2023,6
Brisbane-Sydney,Brisbane,Sydney,Rex Airlines,2023-06-01,142.0,136,6.0,107.0,97.0,29.0,39.0,2023,6
Melbourne-Sydney,Melbourne,Sydney,Rex Airlines,2023-06-01,146.0,141,5.0,112.0,110.0,29.0,31.0,2023,6
Sydney-Brisbane,Sydney,Brisbane,Rex Airlines,2023-06-01,142.0,135,7.0,108.0,105.0,27.0,30.0,2023,6
Sydney-Melbourne,Sydney,Melbourne,Rex Airlines,2023-06-01,145.0,144,1.0,110.0,88.0,34.0,56.0,2023,6
Brisbane-Melbourne,Brisbane,Melbourne,Virgin Australia,2023-06-01,394.0,379,15.0,267.0,224.0,112.0,155.0,2023,6
Brisbane-Sydney,Brisbane,Sydney,Virgin Australia,2023-06-01,483.0,443,40.0,300.0,265.0,143.0,178.0,2023,6
Melbourne-Sydney,Melbourne,Sydney,Virgin Australia,2023-06-01,754.0,675,79.0,496.0,483.0,179.0,192.0,2023,6
Sydney-Brisbane,Sydney,Brisbane,Virgin Australia,2023-06-01,476.0,439,37.0,340.0,324.0,99.0,115.0,2023,6
Sydney-Melbourne,Sydney,Melbourne,Virgin Australia,2023-06-01,751.0,674,77.0,497.0,418.0,177.0,256.0,2023,6
Brisbane-Melbourne,Brisbane,Melbourne,Jetstar,2023-07-01,157.0,147,10.0,88.0,86.0,59.0,61.0,2023,7
Brisbane-Sydney,Brisbane,Sydney,Jetstar,2023-07-01,202.0,191,11.0,132.0,137.0,59.0,54.0,2023,7
Melbourne-Sydney,Melbourne,Sydney,Jetstar,2023-07-01,387.0,356,31.0,237.0,258.0,119.0,98.0,2023,7
Sydney-Brisbane,Sydney,Brisbane,Jetstar,2023-07-01,201.0,194,7.0,122.0,121.0,72.0,73.0,2023,7
Sydney-Melbourne,Sydney,Melbourne,Jetstar,2023-07-01,386.0,354,32.0,247.0,238.0,107.0,116.0,2023,7
Brisbane-Melbourne,Brisbane,Melbourne,Qantas,2023-07-01,386.0,378,8.0,273.0,260.0,105.0,118.0,2023,7
Brisbane-Sydney,Brisbane,Sydney,Qantas,2023-07-01,537.0,514,23.0,416.0,390.0,98.0,124.0,2023,7
Melbourne-Sydney,Melbourne,Sydney,Qantas,2023-07-01,914.0,841,73.0,619.0,610.0,222.0,231.0,2023,7
Sydney-Brisbane,Sydney,Brisbane,Qantas,2023-07-01,538.0,520,18.0,354.0,347.0,166.0,173.0,2023,7
